order_item_id,order_id,product_id,quantity,unit_price
1123,457,27,4,952.8
1124,457,22,2,1453.6
1125,457,5,2,764.17
1126,457,30,5,1441.27
1127,458,50,4,1034.54
1128,458,37,1,824.97
1129,459,12,4,1439.81
1130,459,20,3,1192.73
1131,459,41,4,230.26
1132,459,22,5,1453.6
1133,460,45,5,272.51
1134,460,28,3,54.17
1135,460,6,5,1347.33
1136,460,32,5,413.85
1137,461,37,5,824.97
1138,461,44,1,389.5
1139,462,50,3,1034.54
1140,462,29,3,353.52
1141,462,19,5,1412.64
1142,462,10,3,1196.87
1143,463,32,1,413.85
1144,464,27,1,952.8
1145,464,46,3,84.06
1146,465,31,4,479.42
1147,466,35,2,99.27
1148,466,25,4,1033.69
1149,466,23,2,139.75
1150,467,37,5,824.97
1151,467,12,2,1439.81
1152,467,27,2,952.8
1153,468,43,2,922.65
1154,468,48,1,102.92
1155,469,6,3,1347.33
1156,469,43,4,922.65
1157,470,45,1,272.51
1158,471,43,2,922.65
1159,471,2,4,440.88
1160,471,28,3,54.17
1161,471,41,2,230.26
1162,472,26,4,1408.14
1163,472,47,5,1289.2
1164,472,14,3,725.18
1165,472,37,5,824.97
1166,473,17,1,875.42
1167,473,16,1,51.25
1168,474,1,4,372.19
1169,474,44,1,389.5
1170,474,36,4,672.9
1171,475,38,1,664.72
1172,475,36,1,672.9
1173,475,27,2,952.8
1174,476,16,5,51.25
1175,477,6,2,1347.33
1176,477,22,1,1453.6
1177,478,13,2,850.67
1178,478,7,5,73.1
1179,479,45,1,272.51
1180,480,13,1,850.67
1181,480,44,4,389.5
1182,480,46,4,84.06
1183,480,49,4,816.44
1184,481,23,2,139.75
1185,481,2,3,440.88
1186,481,38,4,664.72
1187,482,14,5,725.18
1188,482,33,5,858.59
1189,482,2,4,440.88
1190,482,49,5,816.44
1191,483,8,4,120.93
1192,483,14,1,725.18
1193,484,47,4,1289.2
1194,484,45,3,272.51
1195,484,5,5,764.17
1196,484,45,4,272.51
1197,485,47,3,1289.2
1198,485,39,4,1160.16
1199,485,48,1,102.92
1200,485,49,3,816.44
1201,486,7,1,73.1
1202,486,34,2,1466.33
1203,487,48,1,102.92
1204,487,49,1,816.44
1205,487,21,3,655.95
1206,488,46,5,84.06
1207,488,21,5,655.95
1208,488,39,5,1160.16
1209,489,28,1,54.17
1210,490,11,4,96.76
1211,490,20,5,1192.73
1212,491,24,3,446.96
1213,491,27,1,952.8
1214,492,44,4,389.5
1215,492,29,2,353.52
1216,492,15,4,847.89
1217,492,26,4,1408.14
1218,493,7,2,73.1
1219,493,48,5,102.92
1220,493,35,3,99.27
1221,493,5,4,764.17
1222,494,38,2,664.72
1223,494,29,2,353.52
1224,494,38,1,664.72
1225,494,1,4,372.19
1226,495,42,1,1167.25
1227,495,37,4,824.97
1228,495,14,4,725.18
1229,495,12,5,1439.81
1230,496,14,1,725.18
1231,497,43,4,922.65
1232,497,14,2,725.18
1233,497,32,4,413.85
1234,498,5,2,764.17
1235,498,25,5,1033.69
1236,499,50,3,1034.54
1237,500,12,1,1439.81
1238,500,48,3,102.92
1239,500,18,1,965.57
1240,500,44,5,389.5
